#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2NI
#Serial Number: SN:210321AD0E90
#Date Time: 2022-03-15 16:11:51.101
#Start: 0.2 Hz
#Stop: 1e+06 Hz
#Steps: 21
#Wavegen: Wavegen1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.5249 V
#Offset: -2.49983 V
#Relative: no
#Channel: Channel 2
#Range: 5.59319 V
#Offset: -1.67014 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
0.2,-0.002373066590879451,-4.416469137042912,-94.07671903643632
0.4324924156150307,-0.0005351311764594258,2.174349175723151,-98.09562758309477
0.9352484478226203,-0.004482016263525296,8.542787569783433,-106.2169615274891
2.022439301995069,-0.003180314119308929,14.15902228968287,-121.404836595507
4.373448295773111,-0.002893478114652079,17.89088595718079,-142.3926727363561
9.45741609003176,-0.003572266381591422,19.42872337253073,-160.2144309325335
20.45130365127147,-0.006044676623657879,19.8520811976648,-170.4821441512288
44.22516859307438,-0.005701612133828886,19.96708244757981,-175.5980224224724
95.63524997900382,-0.001891404177974273,19.98870197753781,-178.130549301134
206.807601406833,-0.004022305305272235,20.0015419850024,-179.5528867743141
447.2135954999579,-0.00505979045208758,20.00808496956948,179.2782837974363
967.0824410683001,-0.003352382327539096,20.0038055489819,177.6119726848417
2091.279105182546,0.003663543748589439,19.97556379990648,174.4527710483206
4522.311759628195,0.01605926261805061,19.82680543844087,167.9749994265337
9779.327685429282,0.02690610698958325,19.19181162886065,155.1135975801899
21147.42526881128,0.03199146058765476,17.05214038480259,134.6242991954775
45730.50519273267,0.05200909613216004,12.54143902608975,113.6622112770898
98890.48329050315,0.09216339715174635,6.50955046526155,99.55554983645602
213846.9199982377,0.1530086479339303,-0.05302938473433511,90.00254478214774
462435.8550093595,0.2144085568528132,-6.541764237874188,81.23009156121385
1000000,0.4448544587428801,-12.49886079512785,68.8030301076661
